,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,bambanglipuro,-7.95,110.2833,83.34,75,60,9.84,ID,1649926148
372,iskateley,67.6803,53.1512,29.34,98,100,17.74,RU,1649926149
373,taoudenni,22.6783,-3.9836,84.16,17,0,15.01,ML,1649926149
374,mandalgovi,45.7625,106.2708,37.11,28,93,18.86,MN,1649926149
375,jumla,29.2747,82.1838,64.26,30,96,4.07,NP,1649926149
376,fort atkinson,42.9289,-88.8371,34.27,76,44,4.0,US,1649926149
377,yulara,-25.2406,130.9889,96.64,14,14,5.75,AU,1649926149
378,saint george,37.1041,-113.5841,45.79,22,0,3.44,US,1649926149
379,loten,60.8171,11.3376,39.15,92,100,3.76,NO,1649926149
380,seoul,37.5683,126.9778,60.37,46,0,10.36,KR,1649925940
381,mount gambier,-37.8333,140.7667,71.51,33,100,3.44,AU,1649926150
382,zalantun,48.0,122.7167,50.38,14,28,13.33,CN,1649926150
383,oranjestad,12.524,-70.027,78.24,84,37,26.8,AW,1649926150
384,notse,6.95,1.1667,84.45,68,94,6.78,TG,1649926150
385,sao joao da barra,-21.6403,-41.0511,74.41,94,10,5.66,BR,1649926150
386,kenora,49.8167,-94.4337,25.77,93,100,12.66,CA,1649926150
387,palora,-1.7,-77.9333,63.82,97,99,2.64,EC,1649926150
388,santarem,-2.4431,-54.7083,78.93,89,0,6.91,BR,1649926151
389,naze,28.3667,129.4833,70.72,82,84,4.41,JP,1649926151
390,dire dawa,9.5931,41.8661,86.4,35,44,6.98,ET,1649926151
391,kousseri,12.0769,15.0306,94.96,34,57,12.66,CM,1649926151
392,nueva helvecia,-34.3,-57.2333,48.6,80,0,5.64,UY,1649926151
393,sobolevo,54.4299,31.8996,47.98,54,22,7.65,RU,1649926152
394,borogontsy,62.6683,131.1683,31.1,80,100,8.19,RU,1649926152
395,sulangan,11.1373,123.7228,82.56,73,88,6.35,PH,1649926152
396,tigil,57.8,158.6667,23.29,97,100,6.76,RU,1649926152
397,carnduff,49.1667,-101.8009,21.38,91,100,21.81,CA,1649926152
398,cam ranh,11.9214,109.1591,84.16,74,40,6.91,VN,1649926152
399,kaitangata,-46.2817,169.8464,50.61,91,77,5.12,NZ,1649926152
400,todos santos,23.45,-110.2167,68.58,51,50,7.74,MX,1649926153
401,hay river,60.8156,-115.7999,1.38,71,0,3.44,CA,1649926153
402,balad,34.0164,44.1453,79.74,11,87,20.71,IQ,1649926153
403,sao francisco de paula,-29.4481,-50.5836,53.69,99,100,3.74,BR,1649926154
404,la palma,33.8464,-118.0467,57.87,76,0,3.44,US,1649926154
405,sarangani,5.4033,125.4636,82.96,78,95,15.39,PH,1649926154
406,loudeac,48.1783,-2.7543,60.39,73,2,4.34,FR,1649926154
407,gostivar,41.7972,20.9083,61.65,53,0,2.62,MK,1649925984
408,maragogi,-9.0122,-35.2225,74.71,82,30,6.35,BR,1649926154
409,boende,-0.2167,20.8667,74.7,89,100,3.29,CD,1649926155
410,shingu,33.7333,135.9833,64.62,97,100,7.47,JP,1649926155
411,pio ix,-6.8375,-40.5792,67.06,94,53,5.12,BR,1649926155
412,rudnichnyy,59.617,52.4703,39.94,88,100,7.54,RU,1649926155
413,horsham,51.064,-0.3272,60.12,84,9,2.3,GB,1649926155
414,road town,18.4167,-64.6167,73.49,73,7,20.0,VG,1649926155
415,campbell river,50.0163,-125.2446,38.73,70,100,4.14,CA,1649926156
416,izumo,35.3667,132.7667,57.09,88,75,18.41,JP,1649926156
417,manokwari,-0.8667,134.0833,81.82,76,46,2.24,ID,1649926156
418,pula,44.8683,13.8481,63.16,48,0,4.61,HR,1649925932
419,turukhansk,65.8167,87.9833,33.04,100,100,4.63,RU,1649926156
420,puerto triunfo,5.8726,-74.6403,71.58,97,66,1.39,CO,1649926156
421,conceicao do araguaia,-8.2578,-49.2647,71.53,97,33,1.97,BR,1649926157
422,bilma,18.6853,12.9164,100.09,5,7,13.02,NE,1649926157
423,mto wa mbu,-3.35,35.85,80.56,60,77,5.32,TZ,1649926157
424,rudsar,37.1376,50.288,57.18,56,69,8.14,IR,1649926157
425,plover,44.4564,-89.544,32.85,81,0,9.22,US,1649926157
426,helong,42.5397,128.9972,50.18,44,98,5.5,CN,1649926157
427,urdoma,61.7533,48.5442,34.47,78,100,6.93,RU,1649926158
428,te anau,-45.4167,167.7167,49.8,89,41,2.48,NZ,1649926158
429,belaya gora,68.5333,146.4167,7.0,93,64,4.47,RU,1649925910
430,quito,-0.2299,-78.5249,49.15,89,100,2.17,EC,1649925979
431,northam,51.0333,-4.2167,54.61,86,100,6.82,GB,1649926158
432,honningsvag,70.9821,25.9704,35.35,75,100,6.91,NO,1649926158
433,tabuk,17.4189,121.4443,80.38,81,60,8.77,PH,1649926159
434,hamilton,39.1834,-84.5333,50.07,94,100,14.97,US,1649926159
435,sao luiz gonzaga,-28.4083,-54.9608,49.3,65,0,6.11,BR,1649926159
436,asau,46.4333,26.4,56.32,48,30,3.83,RO,1649926159
437,svetlogorsk,52.6333,29.7333,50.65,52,54,7.96,BY,1649926159
438,port augusta,-32.5,137.7667,70.18,69,100,13.42,AU,1649926159
439,tilichiki,60.4667,166.1,21.61,95,100,5.3,RU,1649926159
440,port hardy,50.6996,-127.4199,41.0,87,40,2.3,CA,1649926159
441,caravelas,-17.7125,-39.2481,73.17,95,60,5.08,BR,1649926160
442,payo,-3.7508,103.6372,87.75,63,57,3.02,ID,1649926160
443,vieques,18.425,-65.8329,73.72,88,40,0.0,PR,1649926160
444,yerbogachen,61.2767,108.0108,34.27,98,100,13.89,RU,1649926160
445,port lincoln,-34.7333,135.8667,65.59,84,100,11.39,AU,1649926160
446,sao paulo de olivenca,-3.3783,-68.8725,73.0,99,100,2.24,BR,1649926161
447,lahat,-3.8,103.5333,87.13,66,69,2.77,ID,1649926161
448,bodden town,19.2833,-81.25,78.01,83,0,9.15,KY,1649926161
449,zhuhai,22.2769,113.5678,82.18,73,20,11.5,CN,1649926161
450,prince rupert,54.3161,-130.3201,38.89,64,0,8.05,CA,1649925935
451,jurado,7.1053,-77.7641,76.39,92,100,2.59,CO,1649926161
452,sheridan,44.8333,-106.9173,12.31,71,0,10.36,US,1649926161
453,pochutla,15.7432,-96.4661,76.82,81,79,3.33,MX,1649926162
454,diapaga,12.0708,1.7889,90.88,42,17,11.68,BF,1649926162
455,ust-kuyga,70.0167,135.6,12.34,89,42,2.82,RU,1649926162
456,sitangkai,4.6628,119.3928,83.05,73,33,7.43,PH,1649926162
457,lagoa,39.05,-27.9833,58.46,66,100,13.67,PT,1649926162
458,sur,22.5667,59.5289,97.2,25,71,8.37,OM,1649925912
459,monte alegre,-2.0078,-54.0692,73.04,98,99,3.22,BR,1649926162
460,port-gentil,-0.7193,8.7815,82.36,89,40,3.44,GA,1649926162
461,george,-33.963,22.4617,62.15,100,100,3.44,ZA,1649925876
462,staryy nadym,65.6118,72.6842,34.92,100,100,14.18,RU,1649926159
463,isangel,-19.55,169.2667,80.1,81,5,5.84,VU,1649926163
464,gerede,40.8008,32.1969,43.2,51,46,9.4,TR,1649926163
465,ixtapa,20.7,-105.2,71.22,89,99,2.19,MX,1649926163
466,gurupa,-1.405,-51.64,72.46,99,95,2.13,BR,1649926163
467,praia da vitoria,38.7333,-27.0667,59.76,82,20,12.68,PT,1649926163
468,saint-denis,48.9167,2.3333,65.35,82,0,6.91,FR,1649926164
469,kuldur,49.2167,131.6333,32.04,65,52,9.28,RU,1649926164
470,abu samrah,35.3029,37.1841,62.37,20,20,11.05,SY,1649926164
471,kavieng,-2.5744,150.7967,83.23,74,47,11.16,PG,1649926164
472,gandajika,-6.75,23.95,85.84,50,66,3.78,CD,1649926164
473,valledupar,10.4631,-73.2532,74.55,77,14,10.27,CO,1649926164
474,adrar,20.5022,-10.0711,73.15,29,0,15.35,MR,1649926164
475,sibu,2.3,111.8167,84.51,74,75,8.05,MY,1649926165
476,huangchuan,32.1272,115.0394,58.19,63,100,8.81,CN,1649926165
477,redmond,47.674,-122.1215,40.91,84,100,1.01,US,1649926165
478,lavrentiya,65.5833,-171.0,29.95,98,100,9.33,RU,1649926165
479,colares,38.7992,-9.4469,62.29,74,20,23.0,PT,1649926165
480,houma,29.5958,-90.7195,66.2,95,100,4.61,US,1649926165
481,volary,48.9088,13.8866,62.83,58,38,1.16,CZ,1649926166
482,guantanamo,20.1444,-75.2092,76.46,91,82,4.03,CU,1649926166
483,roald,62.5833,6.1333,46.0,70,0,17.27,NO,1649926166
484,omboue,-1.5746,9.2618,79.5,84,100,3.76,GA,1649926166
485,leshukonskoye,64.8989,45.7622,32.13,87,94,9.01,RU,1649926166
486,dubbo,-32.25,148.6167,62.73,63,0,9.22,AU,1649926166
487,gryazovets,58.88,40.2525,39.99,62,73,6.2,RU,1649926166
488,santa vitoria do palmar,-33.5189,-53.3681,49.05,74,0,7.2,BR,1649926167
489,aksu,41.1231,80.2644,75.43,12,66,3.38,CN,1649926167
490,awjilah,29.1081,21.2869,76.48,22,38,23.26,LY,1649926167
491,juneau,58.3019,-134.4197,27.84,77,0,0.0,US,1649926167
492,lorengau,-2.0226,147.2712,82.67,77,95,8.12,PG,1649926167
493,mareeba,-17.0,145.4333,72.45,93,21,3.51,AU,1649926168
494,bognor regis,50.7821,-0.6798,54.21,98,19,4.88,GB,1649926168
495,zaragoza,41.6561,-0.8773,59.45,64,20,13.8,ES,1649925980
496,half moon bay,37.4636,-122.4286,54.63,81,100,9.22,US,1649926168
497,kungurtug,50.5994,97.5228,31.98,52,83,6.85,RU,1649926168
498,hervey bay,-25.2986,152.8535,70.02,74,20,11.01,AU,1649926168
499,garissa,-0.4536,39.6401,92.57,45,80,12.19,KE,1649926168
500,bud,39.447,-86.1758,43.41,89,100,13.51,US,1649926169
501,mount isa,-20.7333,139.5,89.37,20,0,10.36,AU,1649926169
502,grand gaube,-20.0064,57.6608,83.37,78,4,10.0,MU,1649926169
503,kurmanayevka,52.5093,52.0675,61.99,54,43,7.99,RU,1649926169
504,north bend,43.4065,-124.2243,40.91,96,100,3.44,US,1649926169
505,mizan teferi,6.9833,35.5833,86.41,31,99,1.28,ET,1649926169
506,patu,-6.11,-37.6367,72.95,94,92,1.5,BR,1649926170
507,bintulu,3.1667,113.0333,91.81,70,20,8.05,MY,1649926170
508,oloron-sainte-marie,43.1944,-0.6107,60.73,81,65,2.33,FR,1649926170
509,shahr-e kord,32.3256,50.8644,71.37,20,40,16.11,IR,1649926170
510,benemerito de las americas,16.5167,-90.6439,70.7,98,34,0.56,MX,1649926170
511,linxia,35.6003,103.2064,52.86,48,97,4.43,CN,1649926170
512,konstantinovka,49.6167,127.9833,41.81,39,4,3.62,RU,1649926170
513,batagay,67.6333,134.6333,22.57,87,93,5.93,RU,1649926170
514,borba,-4.3878,-59.5939,72.7,99,100,2.26,BR,1649926171
515,blue springs,39.0169,-94.2816,40.78,66,0,7.0,US,1649926171
516,pitimbu,-7.4706,-34.8086,73.99,84,92,4.34,BR,1649926171
517,pacifica,37.6138,-122.4869,53.85,85,100,9.22,US,1649926171
518,egvekinot,66.3167,-179.1667,14.95,95,100,10.63,RU,1649926171
519,george town,5.4112,100.3354,89.53,73,20,5.75,MY,1649926118
520,panacan,9.2463,118.4082,80.94,79,100,4.27,PH,1649926172
521,sao filipe,14.8961,-24.4956,69.84,77,6,10.69,CV,1649926172
522,hvide sande,56.0045,8.1294,47.08,93,75,12.66,DK,1649926172
523,suez,29.9737,32.5263,72.52,29,0,14.79,EG,1649926003
524,teya,60.3778,92.6267,38.32,91,100,11.05,RU,1649926172
525,tocopilla,-22.092,-70.1979,62.85,68,5,6.69,CL,1649926172
526,bonthe,7.5264,-12.505,80.4,77,100,5.46,SL,1649926172
527,la seyne-sur-mer,43.0982,5.8847,71.92,53,12,1.99,FR,1649926172
528,marzuq,14.4,46.4667,91.27,8,0,16.28,YE,1649926173
529,perama,37.9757,23.5828,68.72,43,20,6.91,GR,1649926173
530,magnor,59.9511,12.1996,37.13,99,100,4.16,SE,1649926173
531,kananga,-5.8958,22.4178,88.68,48,95,2.42,CD,1649926173
532,shinpokh,34.3292,71.1782,89.01,20,74,6.73,PK,1649926173
533,cap malheureux,-19.9842,57.6142,83.46,78,3,10.0,MU,1649926173
534,sterling,39.0062,-77.4286,73.4,62,75,14.97,US,1649926173
535,santiago del estero,-27.7951,-64.2615,57.18,86,4,3.98,AR,1649926174
536,polyarnyy,69.1989,33.4478,29.08,80,96,2.89,RU,1649926174
537,borger,52.9233,6.7931,60.82,77,4,8.93,NL,1649926174
538,dingle,10.9995,122.6711,79.2,85,100,4.12,PH,1649926174
539,bakel,14.905,-12.4568,90.54,10,15,5.61,SN,1649926174
540,kattivakkam,13.2167,80.3167,96.89,75,97,17.29,IN,1649926175
541,the valley,18.217,-63.0578,77.09,73,5,20.15,AI,1649925882
542,wiwili,13.6268,-85.8254,68.0,96,40,1.9,NI,1649926175
543,isagarh,24.8333,77.8833,103.96,8,7,14.27,IN,1649926175
544,copiapo,-27.3667,-70.3333,53.29,77,0,2.26,CL,1649926053
545,lakes entrance,-37.8811,147.981,59.77,76,99,6.42,AU,1649926175
546,paramonga,-10.6667,-77.8333,65.75,86,66,6.87,PE,1649926175
547,don sak,9.3168,99.6918,93.09,64,34,4.18,TH,1649926175
548,varhaug,58.6147,5.6457,45.95,90,100,5.37,NO,1649926176
549,husavik,66.0449,-17.3389,39.02,86,100,13.51,IS,1649926176
550,la ronge,55.1001,-105.2842,17.85,73,40,13.8,CA,1649926176
